time,rpm,load,temp,short_term_fuel_trim_1,long_term_fuel_trim_1,short_term_fuel_trim_2,long_term_fuel_trim_2,speed,timing_advance,intake_air_temp,maf
1442238399,777.75,50.19607843,64,5.46875,-3.90625,1.5625,-3.90625,4,23.5,19,6.09
1442238400,689.25,52.15686275,64,2.34375,-3.125,3.125,-3.90625,0,22,19,6.14
1442238402,690.25,52.15686275,64,2.34375,-3.125,2.34375,-3.125,0,22,19,6.2
1442238404,693.25,52.54901961,64,1.5625,-3.125,1.5625,-3.125,0,21.5,19,6.09
1442238406,BADDATA,52.15686275,65,0.78125,-3.125,0,-3.125,0,21,19,BADDATA
1442238407,695.25,52.54901961,65,-0.78125,-3.125,0.78125,-3.125,0,21.5,19,6.09
1442238409,683,52.15686275,65,-0.78125,-3.125,0,-3.125,0,20.5,19,5.98
1442238411,692.5,52.15686275,65,0.78125,-3.125,0,-3.125,0,22,19,6.03
1442238413,BADDATA,52.15686275,65,-0.78125,-3.125,BADDATA,-3.125,0,21.5,19,5.98
1442238414,686.5,52.15686275,65,0,-3.125,-0.78125,-3.125,0,22.5,19,5.98
1442238416,681.75,52.15686275,65,0,-3.125,0,-3.125,0,21.5,20,5.98
1442238418,683.75,52.15686275,66,-0.78125,-3.125,-0.78125,-3.125,0,21.5,20,5.92
1442238420,685,52.15686275,66,0,-3.125,0.78125,-3.125,0,19.5,20,16.77
1442238421,988.5,78.03921569,66,2.34375,1.5625,3.90625,1.5625,11,27,20,21.37
1442238423,1460.5,58.43137255,66,-1.5625,2.34375,-2.34375,2.34375,18,24.5,20,26.96
1442238425,1516.75,67.05882353,66,2.34375,1.5625,2.34375,1.5625,28,22,19,31.89
1442238427,1729.5,67.45098039,67,-0.78125,0.78125,3.125,0,BADDATA,10,19,51.21
1442238428,2090.25,82.74509804,67,3.90625,0,0.78125,0,46,13,19,53.82
1442238430,2376.25,72.54901961,67,-2.34375,0.78125,1.5625,0.78125,54,19,18,50.49
1442238432,BADDATA,67.45098039,67,0.78125,0.78125,-3.125,0.78125,62,16,18,45.84
1442238433,2072.75,74.11764706,68,3.90625,0.78125,-1.5625,0.78125,69,18,18,46.62
1442238435,2229,66.66666667,68,-3.125,1.5625,-2.34375,1.5625,76,25,18,38.09
1442238437,2160.75,60.78431373,68,-3.90625,0.78125,0,0.78125,80,14.5,18,37.48
1442238439,1563.75,81.17647059,69,1.5625,0.78125,-2.34375,0.78125,82,13,18,39.59
1442238440,1589.25,85.49019608,69,-1.5625,0,0.78125,0,83,9,18,39.03
1442238442,1610.75,85.49019608,69,1.5625,0,-2.34375,0.78125,84,11.5,18,39.75
1442238444,1635,86.66666667,70,1.5625,0,0.78125,0,86,BADDATA,18,53.82
1442238445,2088.5,86.2745098,70,-0.78125,0,1.5625,0,87,11,18,52.15
1442238447,2051.5,83.92156863,70,2.34375,0,-1.5625,0,89,9.5,17,53.32
1442238449,2106,83.92156863,72,1.5625,0,-2.34375,0,91,12.5,BADDATA,48.56
1442238451,2085,79.21568627,72,-1.5625,0.78125,-3.125,0.78125,93,13.5,17,40.14
1442238453,1801.75,78.03921569,73,-3.125,0.78125,0,0.78125,95,16.5,17,39.03
1442238454,1828,72.15686275,73,-3.90625,1.5625,-0.78125,2.34375,95,29,18,22.36
1442238456,1819.5,47.05882353,73,-3.90625,1.5625,-5.46875,1.5625,94,30,18,18.66
1442238458,1786.75,50.19607843,74,-3.90625,1.5625,-2.34375,1.5625,92,28.5,18,21.65
1442238460,1768.5,52.54901961,74,-0.78125,1.5625,BADDATA,1.5625,91,BADDATA,18,12.01
1442238462,1741.5,34.50980392,75,-1.5625,0.78125,BADDATA,0.78125,89,32,18,12.12
1442238463,1709.25,51.76470588,75,BADDATA,1.5625,0.78125,1.5625,89,28.5,18,18.66
1442238465,1703.5,49.80392157,75,1.5625,1.5625,-1.5625,1.5625,89,29,18,20.32
1442238467,1720.5,55.29411765,BADDATA,-0.78125,2.34375,2.34375,2.34375,90,BADDATA,18,31.17
1442238469,1742.75,69.01960784,76,2.34375,1.5625,3.90625,1.5625,BADDATA,23,18,29.29
1442238470,1802.25,BADDATA,76,-0.78125,2.34375,0,2.34375,94,29,18,27.24
1442238472,1823.25,60.39215686,76,-0.78125,2.34375,1.5625,1.5625,96,25,18,30.17
1442238474,1856.5,57.64705882,77,0.78125,2.34375,-1.5625,2.34375,97,28,18,29.12
1442238476,1883.75,58.43137255,BADDATA,1.5625,2.34375,-2.34375,2.34375,99,23,18,35.99
1442238477,1927.5,67.05882353,77,1.5625,1.5625,-0.78125,1.5625,101,23,18,30.95
1442238479,1969.25,58.03921569,78,2.34375,BADDATA,-2.34375,2.34375,103,29.5,18,20.81
1442238481,1973.75,43.92156863,78,-2.34375,1.5625,-3.90625,1.5625,102,34,18,15.94
1442238483,1972.25,39.60784314,78,5.46875,1.5625,7.03125,1.5625,102,35,18,15.11
1442238484,1965.25,38.43137255,79,0,1.5625,-0.78125,1.5625,102,35,18,11.96
1442238486,1953.75,30.19607843,79,-0.78125,0.78125,2.34375,0.78125,102,30.5,18,11.57
1442238488,1947.75,30.19607843,79,-0.78125,0.78125,2.34375,0.78125,101,30.5,18,11.01
1442238490,1936.25,29.41176471,79,1.5625,0.78125,-0.78125,0,101,28,18,7.53
1442238491,1858,22.74509804,79,-7.03125,0,-9.375,0,99,BADDATA,18,13.62
1442238493,1936.25,30.98039216,80,-1.5625,0.78125,0,0.78125,99,30,BADDATA,11.07
1442238495,1883.75,32.15686275,80,0,0.78125,-1.5625,0.78125,97,30.5,18,11.29
1442238496,1863.5,34.11764706,80,-2.34375,1.5625,0.78125,1.5625,96,34,18,12.51
1442238498,BADDATA,36.47058824,82,1.5625,0.78125,-2.34375,0.78125,95,32,18,11.96
1442238500,1827.25,35.68627451,82,-0.78125,0.78125,0,0.78125,94,31,18,11.62
1442238502,1799,33.33333333,82,0,0.78125,-3.125,BADDATA,93,31,18,10.74
1442238503,1772.25,32.94117647,82,-3.90625,0.78125,-3.125,0.78125,90,28.5,18,7.19
1442238505,1661,24.70588235,83,-10.15625,0,-10.15625,0,87,28,18,6.81
1442238506,1535,25.88235294,83,-10.9375,0,-10.9375,0,84,27.5,18,6.69
1442238508,1431.75,27.84313725,83,0,0,0,0,81,27.5,18,6.58
1442238510,1363.5,33.33333333,BADDATA,0,0.78125,0,1.5625,BADDATA,28.5,18,14
1442238512,1515.5,50.19607843,83,BADDATA,0.78125,2.34375,0.78125,78,29,18,18.77
1442238513,BADDATA,56.07843137,84,2.34375,1.5625,3.125,1.5625,78,16.5,18,29.84
1442238515,1512.75,73.7254902,84,2.34375,1.5625,3.90625,1.5625,80,14.5,18,33.33
1442238517,BADDATA,77.64705882,84,-0.78125,0.78125,0.78125,0.78125,81,15,18,30.62
1442238518,1573.75,65.49019608,84,2.34375,2.34375,-2.34375,1.5625,82,29,18,14.72
1442238520,1560.5,42.74509804,85,-3.125,BADDATA,-5.46875,0.78125,80,32,18,15.33
1442238522,1526.25,52.15686275,85,-6.25,1.5625,-2.34375,1.5625,79,29,BADDATA,11.57
1442238523,1509,40.39215686,85,-2.34375,0,-5.46875,0,77,30,18,10.57
1442238525,1481.75,39.21568627,85,-5.46875,0,-2.34375,0,76,32,18,13.34
1442238527,1461.75,49.80392157,86,-3.125,0.78125,-1.5625,BADDATA,76,29.5,18,14.45
1442238529,1461.75,53.33333333,BADDATA,-1.5625,0.78125,-2.34375,1.5625,76,27,18,24.25
1442238530,1477,90.98039216,86,1.5625,0.78125,3.90625,0.78125,79,8,18,36.93
1442238532,1539.25,85.88235294,86,3.125,0.78125,1.5625,0.78125,83,9,18,35.82
1442238534,1622.25,80.39215686,86,-1.5625,0.78125,-3.90625,1.5625,86,19,18,29.4
1442238536,1672.75,66.2745098,87,-3.125,2.34375,-3.125,2.34375,88,23.5,18,27.68
1442238538,1702.75,61.17647059,87,BADDATA,2.34375,-2.34375,1.5625,89,29,18,19.82
1442238539,1701.75,50.19607843,87,-3.125,1.5625,-5.46875,1.5625,88,31.5,18,20.81
1442238541,1684.5,57.64705882,87,-5.46875,2.34375,-2.34375,2.34375,87,28.5,18,24.64
1442238543,1686.25,56.47058824,88,-2.34375,2.34375,-5.46875,2.34375,87,29.5,18,23.69
1442238545,1677.75,58.03921569,88,-5.46875,2.34375,-2.34375,2.34375,88,25.5,BADDATA,27.24
1442238546,1689.75,61.17647059,88,-1.5625,2.34375,-4.6875,2.34375,88,26,18,24.64
1442238548,1696,54.50980392,88,-3.90625,1.5625,-1.5625,1.5625,88,28.5,BADDATA,24.91
1442238550,1696,58.82352941,89,-0.78125,2.34375,-4.6875,2.34375,88,24.5,17,30.45
1442238552,1705.75,65.88235294,89,-3.90625,1.5625,-0.78125,BADDATA,89,22,17,28.68
1442238553,1720.5,62.74509804,89,-1.5625,2.34375,-3.90625,2.34375,BADDATA,25,BADDATA,26.35
1442238555,1724.5,57.64705882,89,-3.90625,2.34375,-2.34375,2.34375,90,29,18,23.97
1442238557,1725.75,60,89,-5.46875,2.34375,-3.90625,2.34375,90,29,17,23.58
1442238558,1734.75,BADDATA,90,-3.90625,2.34375,-2.34375,2.34375,90,29,17,22.75
1442238560,1725.75,55.68627451,90,-5.46875,2.34375,-3.90625,2.34375,90,24,17,28.68
1442238562,1733,62.74509804,90,-0.78125,2.34375,BADDATA,2.34375,91,23.5,17,26.63
1442238564,1752.5,54.90196078,BADDATA,BADDATA,2.34375,0,2.34375,91,29,17,25.91
1442238566,1753.75,57.64705882,92,0,2.34375,-4.6875,2.34375,92,29,17,22.64
1442238567,1764.75,52.54901961,92,-5.46875,1.5625,-0.78125,1.5625,92,29.5,17,12.23
1442238569,1741.5,35.68627451,92,-0.78125,0.78125,-4.6875,0.78125,90,31,17,9.13
1442238571,1710.5,30.19607843,92,-3.125,0.78125,0.78125,0.78125,88,31,17,9.46
1442238573,1684.5,30.98039216,93,0.78125,0.78125,2.34375,1.5625,86,30.5,17,16.05
1442238574,1715.75,45.49019608,93,-1.5625,0.78125,-0.78125,1.5625,86,30.5,17,17.6
1442238576,1650,56.47058824,93,1.5625,1.5625,-3.125,2.34375,86,BADDATA,17,20.54
1442238578,1667,53.7254902,93,3.90625,1.5625,1.5625,1.5625,BADDATA,29.5,17,BADDATA
1442238580,1674.25,45.88235294,93,0,0.78125,-2.34375,1.5625,87,29,17,BADDATA
1442238581,1670.5,43.52941176,93,-3.125,0.78125,-0.78125,0.78125,86,33,17,12.9
1442238583,1656,49.01960784,94,-4.6875,0.78125,-0.78125,0.78125,86,BADDATA,17,BADDATA
1442238585,1633.25,32.54901961,94,-1.5625,0.78125,-2.34375,0.78125,83,31,17,9.74
1442238586,1614.75,35.68627451,94,0,0.78125,1.5625,0.78125,82,29,17,15.5
1442238588,1672.75,49.41176471,94,3.90625,1.5625,-1.5625,BADDATA,83,28.5,17,19.49
1442238590,1616,53.7254902,94,-0.78125,1.5625,0,1.5625,85,29,17,19.15
1442238592,BADDATA,51.76470588,94,1.5625,0.78125,-2.34375,0.78125,85,31.5,17,11.12
1442238593,1640.25,36.8627451,94,-2.34375,0.78125,0,0.78125,84,33,17,16.05
1442238595,1624.25,BADDATA,94,0,1.5625,-3.125,1.5625,84,31,17,12.4
1442238597,1613.25,43.1372549,95,-3.125,0.78125,0.78125,0.78125,83,31.5,17,BADDATA
1442238599,1598.75,50.19607843,95,0.78125,1.5625,-3.125,1.5625,83,29.5,17,17.44
1442238601,1588.25,50.19607843,95,BADDATA,BADDATA,BADDATA,1.5625,82,30.5,17,16.05
1442238602,1580.75,51.76470588,96,0.78125,1.5625,-2.34375,1.5625,82,28,17,17.44
1442238604,1583.25,BADDATA,96,-1.5625,1.5625,1.5625,1.5625,82,30,17,18.32
1442238606,1582.25,53.33333333,96,0.78125,1.5625,3.125,1.5625,82,28,17,23.58
1442238607,1596.25,BADDATA,98,-0.78125,2.34375,1.5625,2.34375,84,20.5,17,27.24
1442238609,1632.75,62.35294118,98,0,2.34375,-3.125,2.34375,86,BADDATA,17,21.65
1442238611,1655.5,51.37254902,98,-3.125,1.5625,0,1.5625,86,29.5,17,17.22
1442238613,1642,49.41176471,98,0,1.5625,-3.90625,0.78125,85,32.5,17,11.18
1442238614,1617.5,37.25490196,98,-2.34375,0.78125,-3.90625,0.78125,83,31.5,17,BADDATA
1442238616,1597.75,37.25490196,99,-1.5625,0.78125,1.5625,0.78125,82,31,17,10.57
1442238618,1571.25,38.43137255,99,0.78125,0.78125,-3.125,0.78125,81,32.5,17,15.94
1442238619,1562.75,49.41176471,99,-3.125,0.78125,0.78125,1.5625,82,30,17,17.1
1442238621,1584.25,50.19607843,99,-2.34375,1.5625,2.34375,1.5625,83,30.5,17,16.5
1442238623,1594.75,49.80392157,99,1.5625,1.5625,BADDATA,1.5625,83,BADDATA,17,17.6
1442238625,BADDATA,48.62745098,100,-3.125,0.78125,0.78125,0.78125,84,32,17,14.39
1442238626,1624.75,46.66666667,100,0,0.78125,-3.90625,0.78125,85,30.5,17,17.1
1442238628,1642.5,54.50980392,100,1.5625,1.5625,BADDATA,1.5625,85,29,17,18.77
1442238630,1639.25,52.15686275,100,-3.90625,1.5625,-2.34375,1.5625,85,28.5,17,19.71
1442238631,1624.75,55.68627451,100,1.5625,2.34375,-3.125,1.5625,85,18.5,17,BADDATA
1442238633,1630.75,64.70588235,100,-2.34375,2.34375,1.5625,2.34375,86,20.5,17,25.35
1442238635,1663.25,56.8627451,102,0,2.34375,-3.90625,2.34375,86,29,17,20.81
1442238637,1662.75,52.54901961,102,-3.90625,1.5625,0,1.5625,BADDATA,28,17,23.58
1442238639,1689.75,55.68627451,102,-0.78125,2.34375,-4.6875,2.34375,89,29.5,17,26.63
1442238640,1721,54.50980392,102,-4.6875,2.34375,-0.78125,2.34375,89,29,17,29.84
1442238642,1734.25,65.49019608,102,0,1.5625,BADDATA,1.5625,91,17,17,39.75
1442238644,1767.25,78.03921569,103,-3.90625,0.78125,1.5625,0.78125,94,12,17,38.64
1442238646,1823.25,77.25490196,103,1.5625,0.78125,-0.78125,0.78125,97,13,17,39.75
1442238647,1876.75,75.29411765,103,-3.125,0.78125,1.5625,0.78125,BADDATA,13,BADDATA,38.26
1442238649,1930.5,71.37254902,103,-3.125,1.5625,-3.125,1.5625,102,16,17,37.32
1442238651,1965.25,68.62745098,103,1.5625,1.5625,-3.90625,1.5625,103,16.5,17,BADDATA
1442238653,2009.5,68.62745098,103,2.34375,1.5625,-3.125,1.5625,105,19,17,34.93
1442238655,2033.25,61.96078431,103,-3.90625,1.5625,-0.78125,1.5625,107,20.5,17,33.11
1442238656,2055.75,59.60784314,102,-2.34375,2.34375,-4.6875,2.34375,107,BADDATA,17,28.84
1442238658,BADDATA,46.2745098,BADDATA,0,2.34375,-4.6875,2.34375,107,31,17,22.09
1442238660,2051.5,45.49019608,100,0.78125,2.34375,-1.5625,2.34375,106,BADDATA,17,23.31
1442238662,2042.25,48.62745098,100,-1.5625,BADDATA,0.78125,2.34375,106,30.5,17,21.26
1442238664,2021,45.09803922,99,0,2.34375,BADDATA,BADDATA,104,32,17,15.33
1442238665,1992.75,35.68627451,99,0.78125,1.5625,-2.34375,1.5625,102,33,17,16.61
1442238667,1963,41.17647059,98,-1.5625,1.5625,1.5625,1.5625,101,31.5,17,28.68
1442238669,1933.25,64.70588235,98,0.78125,BADDATA,-3.125,1.5625,102,19.5,17,36.6
1442238671,1961.5,70.98039216,98,1.5625,0.78125,-1.5625,0.78125,103,12.5,17,41.08
1442238673,2007,71.37254902,98,-4.6875,0.78125,0,1.5625,106,15.5,17,40.86
1442238674,2050,66.66666667,BADDATA,-1.5625,1.5625,1.5625,BADDATA,108,19.5,17,39.59
1442238676,2082.25,65.09803922,98,0,1.5625,BADDATA,BADDATA,BADDATA,19.5,17,32.94
1442238678,BADDATA,57.64705882,98,-3.90625,2.34375,-0.78125,2.34375,BADDATA,25.5,17,28.84
1442238680,BADDATA,BADDATA,98,-4.6875,2.34375,-2.34375,2.34375,110,29.5,17,29.73
1442238682,2121.25,67.45098039,BADDATA,-0.78125,1.5625,4.6875,BADDATA,111,17,17,BADDATA
1442238684,2155,61.17647059,98,0,2.34375,2.34375,2.34375,112,27,17,32.22
1442238686,2167.25,52.94117647,98,1.5625,2.34375,-0.78125,2.34375,113,29,17,28.4
1442238688,2165.25,49.41176471,98,-3.90625,2.34375,0.78125,2.34375,112,29.5,17,34.21
1442238690,2161.5,BADDATA,99,-0.78125,2.34375,-5.46875,2.34375,113,26,17,31.5
1442238692,2162.5,54.11764706,99,-5.46875,2.34375,-4.6875,2.34375,113,29,17,29.29
1442238694,2168.25,50.19607843,99,-5.46875,2.34375,-2.34375,BADDATA,113,30,17,25.91
1442238696,2163.5,47.84313725,99,-3.125,2.34375,-6.25,2.34375,112,30,17,25.8
1442238698,2144,47.84313725,99,-6.25,2.34375,-4.6875,2.34375,111,33.5,17,19.15
1442238700,2115,40.39215686,99,-3.90625,2.34375,-0.78125,2.34375,109,34.5,17,16.22
1442238702,2094.5,34.90196078,99,0.78125,1.5625,3.125,1.5625,108,32.5,17,13.62
1442238704,2070.25,33.33333333,99,3.90625,1.5625,5.46875,0.78125,BADDATA,31,17,12.73
1442238706,2050,BADDATA,99,7.8125,BADDATA,3.125,1.5625,106,31.5,17,13.73
1442238708,2037.25,34.90196078,98,1.5625,1.5625,4.6875,1.5625,106,32.5,17,14.11
1442238709,2035.75,34.90196078,98,3.90625,1.5625,0,2.34375,106,34,17,15.89
1442238711,BADDATA,37.25490196,98,-0.78125,2.34375,3.125,1.5625,107,34.5,17,BADDATA
1442238713,2053.25,35.68627451,98,2.34375,1.5625,-0.78125,1.5625,107,BADDATA,17,14.45
1442238715,2055.75,35.29411765,97,-0.78125,1.5625,2.34375,1.5625,107,BADDATA,17,15.11
1442238717,2049,36.47058824,97,1.5625,1.5625,-1.5625,1.5625,106,34.5,17,15.11
1442238719,2040.75,36.47058824,BADDATA,0,2.34375,2.34375,2.34375,106,32.5,17,19.49
1442238720,2030.75,44.70588235,97,2.34375,2.34375,-0.78125,2.34375,BADDATA,31.5,17,23.58
1442238722,2029,BADDATA,97,-0.78125,2.34375,1.5625,BADDATA,105,32,17,19.98
1442238724,2023.25,44.31372549,97,-1.5625,BADDATA,2.34375,2.34375,105,32.5,17,19.49
1442238726,2016.75,44.31372549,97,2.34375,2.34375,-2.34375,1.5625,104,32,17,12.29
1442238728,2000,32.94117647,97,3.125,1.5625,4.6875,1.5625,103,34.5,BADDATA,14.95
1442238729,1978.5,33.33333333,97,3.125,1.5625,0.78125,1.5625,102,33.5,17,14.28
1442238731,1949.25,36.8627451,97,2.34375,1.5625,0.78125,1.5625,101,34.5,17,15.22
1442238733,1932.5,38.43137255,97,BADDATA,1.5625,0,1.5625,100,31,17,11.4
1442238735,1905.25,BADDATA,97,0.78125,1.5625,2.34375,1.5625,98,33.5,BADDATA,15.67
1442238736,1888,41.56862745,97,1.5625,1.5625,-1.5625,1.5625,98,34.5,17,20.43
1442238738,1881,56.07843137,98,-2.34375,2.34375,0.78125,2.34375,98,29,17,24.25
1442238740,1901,52.15686275,98,-3.125,2.34375,-2.34375,1.5625,BADDATA,19.5,17,37.7
1442238742,1940.75,58.82352941,98,0.78125,2.34375,2.34375,2.34375,102,26.5,17,33.83
1442238743,1980.75,62.74509804,98,BADDATA,1.5625,0.78125,1.5625,104,22.5,17,31.5
1442238745,BADDATA,61.17647059,98,-1.5625,2.34375,-3.90625,2.34375,106,25.5,BADDATA,30.01
1442238747,2036.5,54.11764706,98,-0.78125,2.34375,-6.25,2.34375,106,30,17,BADDATA
1442238749,2046.5,43.92156863,98,0.78125,2.34375,3.125,2.34375,BADDATA,32.5,17,23.31
1442238751,2046.5,50.98039216,98,-0.78125,2.34375,0,2.34375,BADDATA,30,17,21.76
1442238752,2045.75,BADDATA,98,1.5625,2.34375,BADDATA,2.34375,106,BADDATA,17,BADDATA
1442238754,2041.5,BADDATA,98,-2.34375,2.34375,0.78125,2.34375,106,34,17,BADDATA
1442238756,2040.75,40.39215686,98,-3.125,2.34375,1.5625,2.34375,BADDATA,32.5,17,20.21
1442238758,2021,50.98039216,98,BADDATA,2.34375,-2.34375,2.34375,105,29.5,17,20.65
1442238760,2020,41.96078431,98,-2.34375,2.34375,1.5625,2.34375,105,33,17,19.37
1442238761,2010.25,43.1372549,98,0.78125,2.34375,-1.5625,2.34375,104,32.5,BADDATA,19.26
1442238763,BADDATA,36.07843137,97,2.34375,1.5625,0.78125,1.5625,104,BADDATA,17,18.54
1442238765,1992.75,40,97,-1.5625,1.5625,0.78125,1.5625,102,30,17,11.4
1442238767,1956,29.01960784,BADDATA,1.5625,0.78125,0,0.78125,100,29,BADDATA,11.35
1442238768,1923,31.37254902,97,0,0.78125,-1.5625,0.78125,98,28,17,14
1442238770,1923.75,41.96078431,97,2.34375,1.5625,-2.34375,2.34375,98,29,17,26.63
1442238772,1899.5,BADDATA,97,3.125,1.5625,2.34375,1.5625,100,17.5,17,37.87
1442238774,1941.5,69.80392157,97,0.78125,0.78125,3.125,1.5625,103,17,17,38.64
1442238775,1992.75,69.41176471,97,-0.78125,BADDATA,-3.125,1.5625,105,19,17,36.37
1442238777,2035,58.82352941,97,0.78125,2.34375,-3.125,BADDATA,106,23,BADDATA,31.89
1442238779,2050.75,61.17647059,97,-3.90625,1.5625,-1.5625,1.5625,108,17,17,43.07
1442238781,2086.75,65.88235294,97,2.34375,1.5625,0,1.5625,109,20.5,17,32.94
1442238783,BADDATA,BADDATA,97,-0.78125,2.34375,-4.6875,2.34375,109,30,17,20.21
1442238785,2091,35.68627451,98,-0.78125,2.34375,-3.125,2.34375,108,30.5,BADDATA,26.96
1442238787,2069.5,54.90196078,98,-3.125,1.5625,0.78125,1.5625,108,20.5,17,18.16
1442238788,2066.75,30.98039216,98,1.5625,2.34375,-1.5625,2.34375,107,17.5,17,42.63
1442238790,2073.75,68.62745098,98,0,1.5625,1.5625,1.5625,109,18.5,17,40.14
1442238792,BADDATA,67.05882353,98,-1.5625,1.5625,1.5625,1.5625,111,21,17,31.34
1442238794,2136.75,40,99,BADDATA,2.34375,3.125,2.34375,110,32.5,17,13.17
1442238796,2100.75,29.80392157,99,4.6875,1.5625,1.5625,0.78125,108,32,17,12.9
1442238798,2067.75,32.54901961,99,-0.78125,2.34375,3.90625,2.34375,107,33,17,19.37
1442238800,2059.25,40.39215686,99,3.90625,1.5625,1.5625,1.5625,106,30,17,10.85
1442238802,2020,26.66666667,99,BADDATA,1.5625,4.6875,2.34375,105,30,17,19.26
1442238803,2021.75,38.03921569,98,0,1.5625,0.78125,1.5625,105,33,17,11.62
1442238805,2000.75,29.41176471,98,2.34375,2.34375,3.90625,2.34375,BADDATA,32.5,17,15.39
1442238807,2008.75,30.19607843,BADDATA,3.125,BADDATA,-0.78125,2.34375,105,30.5,17,15.78
1442238809,2010.25,34.11764706,98,-1.5625,1.5625,1.5625,1.5625,104,31.5,17,BADDATA
1442238811,1992.75,29.80392157,98,0.78125,0.78125,3.90625,0.78125,103,30.5,17,12.73
1442238812,1974.5,43.52941176,97,2.34375,2.34375,2.34375,BADDATA,103,27.5,17,26.07
1442238814,2003,30.98039216,97,BADDATA,BADDATA,3.90625,1.5625,104,31,17,BADDATA
1442238816,2013.5,36.47058824,97,5.46875,1.5625,2.34375,1.5625,103,31.5,17,BADDATA
1442238818,1971.5,55.68627451,97,2.34375,2.34375,5.46875,1.5625,104,20,17,33.49
1442238819,2018.5,59.21568627,97,-2.34375,2.34375,0,2.34375,105,30,17,24.08
1442238821,2032.5,50.98039216,97,BADDATA,2.34375,-2.34375,2.34375,106,23.5,17,27.24
1442238823,2056.75,38.43137255,BADDATA,0,2.34375,-3.125,2.34375,106,35,17,BADDATA
1442238825,2028.25,30.58823529,97,4.6875,1.5625,6.25,1.5625,104,30,17,11.68
1442238826,1990.25,29.41176471,97,5.46875,1.5625,2.34375,BADDATA,103,29,17,40.86
1442238828,1996.75,73.33333333,97,-0.78125,BADDATA,3.125,1.5625,106,18.5,17,BADDATA
1442238830,2040.75,62.74509804,97,-0.78125,1.5625,0.78125,2.34375,107,BADDATA,17,35.27
1442238832,2073.75,65.88235294,98,-0.78125,1.5625,-3.125,1.5625,109,21,17,35.27
1442238834,2105.25,60.39215686,98,-3.90625,2.34375,BADDATA,2.34375,110,30,17,23.58
1442238836,2120.25,42.74509804,98,-1.5625,2.34375,0,2.34375,110,33,17,17.1
1442238838,2099.75,41.17647059,98,0,2.34375,-3.125,2.34375,109,34,17,24.08
1442238840,2085,49.01960784,98,-3.125,2.34375,0.78125,2.34375,108,30.5,17,24.52
1442238842,2085,BADDATA,99,-2.34375,BADDATA,-0.78125,2.34375,BADDATA,BADDATA,17,27.85
1442238844,2092,51.37254902,99,BADDATA,2.34375,-4.6875,2.34375,109,31,17,24.25
1442238846,2092,47.45098039,99,-0.78125,2.34375,-3.125,BADDATA,109,30.5,17,34.55
1442238848,2096.25,59.60784314,99,-2.34375,2.34375,0,2.34375,109,36,17,17.71
1442238850,2084,42.74509804,99,0.78125,2.34375,0,2.34375,108,34,17,18.43
1442238852,2061.75,39.60784314,99,0.78125,2.34375,-1.5625,BADDATA,106,31.5,17,13.62
1442238853,2027.5,34.90196078,98,7.03125,1.5625,4.6875,2.34375,105,32,17,17.94
1442238855,2009.5,41.17647059,98,2.34375,2.34375,0,BADDATA,104,31,17,17.6
1442238857,1998.25,BADDATA,98,-0.78125,1.5625,3.90625,2.34375,103,29.5,17,22.64
1442238859,1990.25,BADDATA,98,3.125,2.34375,0,1.5625,103,34.5,17,15.11
1442238860,1974.5,39.21568627,98,3.125,BADDATA,1.5625,1.5625,102,35,17,13.89
1442238862,1947.75,36.07843137,98,-2.34375,1.5625,1.5625,BADDATA,101,34.5,17,14.28
1442238864,1926.75,37.25490196,97,2.34375,1.5625,-2.34375,1.5625,BADDATA,34,17,14.17
1442238866,1901,BADDATA,BADDATA,-2.34375,1.5625,1.5625,1.5625,98,34,17,14.28
1442238867,1877.5,38.43137255,97,0,1.5625,3.125,1.5625,97,34,17,14.11
1442238869,1859.25,38.82352941,97,2.34375,1.5625,-3.125,1.5625,96,33,17,16.11
1442238871,1846.25,43.1372549,97,-3.125,1.5625,1.5625,1.5625,96,34.5,17,13.62
1442238873,1832,38.03921569,97,0.78125,1.5625,-1.5625,1.5625,95,34.5,17,14.83
1442238875,1813.5,40.39215686,97,-3.90625,1.5625,-3.125,1.5625,94,34,17,13.73
1442238876,1799,40,97,-3.125,1.5625,-1.5625,BADDATA,92,30.5,17,11.01
1442238878,BADDATA,33.33333333,97,-4.6875,1.5625,-0.78125,1.5625,91,31.5,17,11.12
1442238880,1745,37.64705882,BADDATA,2.34375,0.78125,4.6875,0.78125,90,33,17,10.79
1442238882,1719.75,BADDATA,97,1.5625,0.78125,-0.78125,0.78125,BADDATA,33,17,12.62
1442238883,1701.75,41.17647059,98,-3.90625,0.78125,0.78125,0.78125,88,28,17,24.36
1442238885,1699.5,67.84313725,98,1.5625,1.5625,3.90625,1.5625,90,20.5,17,24.91
1442238887,1745.75,54.50980392,98,0,2.34375,1.5625,1.5625,91,25,17,24.75
1442238889,1766.75,52.54901961,98,-0.78125,2.34375,-3.125,2.34375,93,22,17,28.23
1442238890,1793.25,42.74509804,98,-5.46875,1.5625,-1.5625,2.34375,94,14,17,36.6
1442238892,1824.75,67.84313725,98,-0.78125,1.5625,0,2.34375,96,22,17,29.01
1442238894,1861.5,58.43137255,98,-0.78125,2.34375,-3.90625,2.34375,97,29,17,24.08
1442238896,1879.5,51.37254902,98,0,1.5625,-4.6875,1.5625,97,32.5,17,12.51
1442238897,1855.75,BADDATA,98,BADDATA,1.5625,BADDATA,1.5625,BADDATA,28.5,17,21.37
